sample_number,date_added,analysis_type,1_liter (1 Bottle Kit),street_number,street_name,city_name,zip_code
LG60810,7/20/2016,Lead,0,630,E JAMIESON ST,FLINT,48503
LG68441,8/22/2016,Lead,1,630,E JAMIESON ST,FLINT,48505
LG83047,10/20/2016,Lead,0,327,E KEARSLEY ST,FLINT,48504
LG71341,9/6/2016,Lead,0,908,E KEARSLEY ST,FLINT,48503
LG71339,9/6/2016,Lead,0,912,E KEARSLEY ST,FLINT,48504
LG91167,12/12/2016,Lead,,1239,E KURTZ AVE,FLINT,48503
LG92351,12/19/2016,Lead,,145,E LINSEY BLVD,FLINT,48507
LG60628,7/19/2016,Lead,0,214,E LIVINGSTON DR,FLINT,48504
LG67886,8/18/2016,Lead,0,214,E LIVINGSTON DR,FLINT,48506
LG75296,9/21/2016,Lead,0,214,E LIVINGSTON DR,FLINT,48503
LG87360,11/17/2016,Lead,22,214,E LIVINGSTON DR,FLINT,48503
LG84145,10/27/2016,Lead,,725,E LORADO AVE,FLINT,48532
LG60648,7/19/2016,Lead,0,715,E LYNDON AVE,FLINT,48506
LG67825,8/18/2016,Lead,0,715,E LYNDON AVE,FLINT,48504
LG75399,9/21/2016,Lead,0,715,E LYNDON AVE,FLINT,48504
LG87330,11/17/2016,Lead,0,715,E LYNDON AVE,FLINT,48504
LG84161,10/27/2016,Lead,8,605,E MARENGO,FLINT,48503
LG87676,11/17/2016,Lead,0,406,E MARENGO AVE,FLINT,48503
LG63036,7/28/2016,Lead,2,506,E MARENGO AVE,FLINT,48502
LG84162,10/27/2016,Lead,0,602,E MARENGO AVE,FLINT,48506
LG86720,11/14/2016,Lead,,1059,E MARENGO AVE,FLINT,48503
LG87414,11/17/2016,Lead,0,617,E MCCLELLAN ST,FLINT,48504
LG75333,9/21/2016,Lead,1,617,E MCCLELLAN ST,FLINT,48503
LG67833,8/18/2016,Lead,2,617,E MCCLELLAN ST,FLINT,48502
LG60807,7/20/2016,Lead,5,617,E MCCLELLAN ST,FLINT,48504
LG83435,10/24/2016,Lead,,355,E MOORE ST,FLINT,48505
LG91196,12/12/2016,Lead,,5390,E MT MORRIS RD,FLINT,48502
LG61860,7/22/2016,Lead,0,911,E MYRTLE AVE,FLINT,48505
LG75391,9/21/2016,Lead,0,911,E MYRTLE AVE,FLINT,48503
LG67893,8/18/2016,Lead,3,911,E MYRTLE AVE,FLINT,48503
LG87407,11/17/2016,Lead,8,911,E MYRTLE AVE,FLINT,48503
LG84528,10/31/2016,Lead,,133,E OAKLEY ST,FLINT,48506
LG71008,9/1/2016,Lead,0,346,E PARKWAY AVE,FLINT,48503
LG85697,11/7/2016,Lead,1,826,E PASADENA AVENUE,FLINT,48503
LG85722,11/7/2016,Lead,,201,E PHILADELPHIA BLVD,FLINT,48503
LG85310,11/3/2016,Lead,,201,E PHILADELPHIA BLVD,FLINT,48504
LG82142,10/17/2016,Lead,0,413,E PHILADELPHIA BLVD,FLINT,48503
LG69499,8/25/2016,Lead,0,606,E PHILADELPHIA BLVD,FLINT,48503
LG69518,8/25/2016,Lead,1,606,E PHILADELPHIA BLVD,FLINT,48506
LG61933,7/25/2016,Lead,0,435,E PIERSON RD,FLINT,48505
LG69497,8/25/2016,Lead,0,909,E PIERSON RD,FLINT,48503
LG80747,10/6/2016,Lead,0,121,E PIPER AVE,FLINT,48503
LG84166,10/27/2016,Lead,1,301,E PIPER AVE,FLINT,48505
LG65002,8/8/2016,Lead,0,132,E PULASKI AVE,FLINT,48505
LG61496,7/21/2016,Lead,0,514,E PULASKI AVE,FLINT,48503
LG61497,7/21/2016,Lead,7,514,E PULASKI AVE,FLINT,48503
LG58836,7/12/2016,Lead,0,1122,E ROSEDALE AVE,FLINT,48503
LG62971,7/28/2016,Lead,0,430,E RUTH AVE,FLINT,48505
LG62982,7/28/2016,Lead,0,430,E RUTH AVE,FLINT,48503
LG88652,11/28/2016,Lead,0,1187,E RUTH AVE,FLINT,48506
LG88651,11/28/2016,Lead,0,1454,E RUTH AVE,FLINT,48505
LG81100,10/10/2016,Lead,0,1021,E SCOTTHOOK AVE #107 LOT 134,BURTON,48504
LG61536,7/21/2016,Lead,0,722,E SECOND ST,FLINT,48507
LG76876,9/26/2016,Lead,0,2301,E SECOND ST,FLINT,48507
LG81784,10/13/2016,Lead,14,200,E SHERMAN AVE,FLINT,48503
LG85322,11/3/2016,Lead,,902,E SIXTH ST,FLINT,48506
LG59616,7/14/2016,Lead,5,219,E STEWART AVE,FLINT,48503
LG58062,7/7/2016,Lead,2,309,E STEWART AVE,FLINT,48503
LG86546,11/10/2016,Lead,,309,E STEWART AVE,FLINT,48503
LG63347,8/1/2016,Lead,0,735,E STEWART AVE,FLINT,48505
LG92050,12/15/2016,Lead,0,735,E STEWART AVE,FLINT,48502
LG75301,9/21/2016,Lead,3,808,E THIRD ST,FLINT,48505
LG60770,7/20/2016,Lead,4,808,E THIRD ST,FLINT,48506
LG67918,8/18/2016,Lead,4,808,E THIRD ST,FLINT,***
LG87404,11/17/2016,Lead,4,808,E THIRD ST,FLINT,48504
LG58034,7/7/2016,Lead,2,110,E VAN WAGONER AVE,FLINT,48503
LG84534,10/31/2016,Lead,,411,E WARREN ST,FLINT,48507
LG58061,7/7/2016,Lead,2,1806,E WEBSTER RD LOT 218,FLINT,48504
LG57978,7/7/2016,Lead,0,1806,E WEBSTER RD LOT 229,FLINT,48502
LG79598,10/3/2016,Lead,2,118,E WELLINGTON AVE,FLINT,48505
LG76868,9/26/2016,Lead,18,829,E WELLINGTON AVE,FLINT,48507
LG75304,9/21/2016,Lead,2,833,E WELLINGTON AVE,FLINT,48504
LG60774,7/20/2016,Lead,4,833,E WELLINGTON AVE,FLINT,48505
LG67912,8/18/2016,Lead,11,833,E WELLINGTON AVE,FLINT,48507
LG87397,11/17/2016,Lead,34,833,E WELLINGTON AVE,FLINT,48503
LG61548,7/21/2016,Lead,0,929,E WELLINGTON AVE,FLINT,48503
LG86557,11/10/2016,Lead,,929,E YORK AVE,FLINT,48503
LG85701,11/7/2016,Lead,0,618,EAST BISHOP AVE,FLINT,48504
LG90815,12/8/2016,Lead,,618,EAST BISHOP AVE,FLINT,48503
LG90829,12/8/2016,Lead,,618,EAST BISHOP AVE,FLINT,48504
LG90830,12/8/2016,Lead,,618,EAST BISHOP AVE,FLINT,48503
LG90832,12/8/2016,Lead,,618,EAST BISHOP AVE,FLINT,48503
LG90809,12/8/2016,Lead,,204,EAST PATERSON STREET,FLINT,48503
LG88173,11/21/2016,Lead,,201,EAST PHILADELPHIA BLVD,FLINT,48504
LG69509,8/25/2016,Lead,0,819,EAST ST,FLINT,48504
LG66328,8/11/2016,Lead,0,1932,ECKLEY AVE,FLINT,48506
LG66329,8/11/2016,Lead,0,1932,ECKLEY AVE,FLINT,48506
LG88127,11/21/2016,Lead,0,1932,ECKLEY AVE,FLINT,48507
LG88130,11/21/2016,Lead,0,1932,ECKLEY AVE,FLINT,48506
LG86519,11/10/2016,Lead,0,2020,ECKLEY AVENUE,FLINT,48502
LG59617,7/14/2016,Lead,2,5701,EDGAR HOLT DR,FLINT,48506
LG59620,7/14/2016,Lead,0,5836,EDGAR HOLT DR,FLINT,48504
LG85714,11/7/2016,Lead,,1124,EDITH AVE,FLINT,48504
LG85715,11/7/2016,Lead,,1124,EDITH AVE,FLINT,48504
LG59591,7/14/2016,Lead,9,1141,EDITH AVE,FLINT,48507
LG85319,11/3/2016,Lead,,222,EDMUND ST,FLINT,48503
LG84542,10/31/2016,Lead,,618,EDMUND ST,FLINT,48505
LG90831,12/8/2016,Lead,,618,EDMUND ST,FLINT,48507
LG88690,11/28/2016,Lead,,618,EDMUND ST,FLINT,48503
LG88696,11/28/2016,Lead,,622,EDMUND ST,FLINT,48504
LG84537,10/31/2016,Lead,,622,EDMUND ST,FLINT,48507
LG90826,12/8/2016,Lead,,622,EDMUND ST,FLINT,48504
LG63369,8/1/2016,Lead,2,5718,EDWARDS AVE,FLINT,48505
LG91186,12/12/2016,Lead,,5909,EDWARDS AVE,FLINT,***
LG86521,11/10/2016,Lead,0,1110,ELDON BAKER DR,FLINT,48504
LG83427,10/24/2016,Lead,0,1221,ELDORADO DR,FLINT,48504
LG80743,10/6/2016,Lead,3,1314,ELDORADO DR,FLINT,48506
LG60710,7/19/2016,Lead,0,1417,ELDORADO DR,FLINT,48505
LG87619,11/17/2016,Lead,,,ELLEN STREET CAMPUS,FENTON,48503
LG71333,9/6/2016,Lead,0,3306,EMERSON ST,FLINT,48504
LG58021,7/7/2016,Lead,0,2710,EPSILON TRL,FLINT,48507
LG71319,9/6/2016,Lead,0,3462,EVERGREEN PKWY,FLINT,48502
LG71344,9/6/2016,Lead,0,3462,EVERGREEN PKWY,FLINT,48503
LG86528,11/10/2016,Lead,,3462,EVERGREEN PKWY,FLINT,48507
LG88730,11/28/2016,Lead,,3714,EVERGREEN PKWY,FLINT,48507
LG81102,10/10/2016,Lead,0,1042,FAIRFAX ST,FLINT,48506
LG64562,8/4/2016,Lead,1,1133,FAIRFAX ST,FLINT,48506
LG69915,8/26/2016,Lead,0,131,FAIRVIEW ST,HANOVER,48505
LG71364,9/6/2016,Lead,0,702,FATHER DUKETTE BLVD #618,FLINT,48503
LG74856,9/19/2016,Lead,0,702,FATHER DUKETTE BLVD APT 618,FLINT,48505
LG87679,11/17/2016,Lead,0,1601,FAY PL,FLINT,48506
LG84526,10/31/2016,Lead,,1915,FENMORE DR,FLINT,48504
LG91152,12/12/2016,Lead,0,3822,FENTON,FLINT,48503
LG91153,12/12/2016,Lead,0,4001,FENTON,FLINT,48507
LG87617,11/17/2016,Lead,,,FENTON HEAD START,FENTON,48504
LG87609,11/17/2016,Lead,,,FENTON RAINBOW 2,FENTON,48504
LG72793,9/12/2016,Lead,3,2112,FENTON RD,FLINT,48503
LG72792,9/12/2016,Lead,5,2112,FENTON RD,FLINT,48501
LG91154,12/12/2016,Lead,0,3102,FENTON RD,FLINT,48505
LG91156,12/12/2016,Lead,2,3504,FENTON RD,FLINT,48507
LG92053,12/15/2016,Lead,0,3616,FENTON RD,FLINT,48505
LG91155,12/12/2016,Lead,4,4103,FENTON RD,FLINT,48502
LG91158,12/12/2016,Lead,0,4402,FENTON RD,FLINT,48502
LG91151,12/12/2016,Lead,0,4501,FENTON RD,FLINT,48507
LG92040,12/15/2016,Lead,0,4831,FENTON RD,FLINT,48503
LG79607,10/3/2016,Lead,2,4841,FENTON RD,FLINT,48509
LG91162,12/12/2016,Lead,0,4903,FENTON RD,FLINT,48503
LG58838,7/12/2016,Lead,0,5322,FENTON RD,FLINT,48503
LG72164,9/8/2016,Lead,8,311,FERNDALE PL,FLINT,48504
LG91171,12/12/2016,Lead,,2042,FERRIS AVE,FLINT,48507
LG84147,10/27/2016,Lead,,2809,FIELDING ST,FLINT,48507
LG83426,10/24/2016,Lead,0,300,FIRST ST,FLINT,48503
LG63029,7/28/2016,Lead,0,811,FISK DR,FLINT,48504
LG64555,8/4/2016,Lead,23,4103,FLEMING RD,FLINT,48341
LG60608,7/19/2016,Lead,0,5410,FLEMING RD,FLINT,48503
LG67823,8/18/2016,Lead,0,5410,FLEMING RD,FLINT,48507
LG75395,9/21/2016,Lead,0,5410,FLEMING RD,FLINT,48506
LG87413,11/17/2016,Lead,0,5410,FLEMING RD,FLINT,48503
LG67987,8/18/2016,Lead,2,6618,FLEMING RD,FLINT,48507
LG88162,11/21/2016,Lead,,5418,FLEMING ROAD,FLINT,48503
LG64553,8/4/2016,Lead,0,2300,FLUSHING RD,FLINT,48529
LG89859,12/5/2016,Lead,,2539,FLUSHING RD,FLINT,48503
LG88674,11/28/2016,Lead,,1459,FOREST HHILL AVE,FLINT,48504
LG85317,11/3/2016,Lead,,1310,FOREST HILL AVE,FLINT,48503
LG86533,11/10/2016,Lead,,1370,FOREST HILL AVE,FLINT,48503
LG86538,11/10/2016,Lead,,1370,FOREST HILL AVE,FLINT,48505
LG88668,11/28/2016,Lead,,1459,FOREST HILL AVE,FLINT,48504
LG84531,10/31/2016,Lead,,3213,FOREST HILL AVE,FLINT,48504
LG58859,7/12/2016,Lead,1,3221,FOREST HILL AVE,FLINT,48503
LG59611,7/14/2016,Lead,0,2221,FOX CIR UNIT #078,FLINT,48503
LG59613,7/14/2016,Lead,40,2224,FOX CIR UNIT #203,FLINT,48503
LG59614,7/14/2016,Lead,13,2421,FOX CIR UNIT #266,FLINT,48503
LG59612,7/14/2016,Lead,2,2210,FOX CIR UNIT #91,FLINT,48507
LG59585,7/14/2016,Lead,48,701,FRANK ST,FLINT,48503
LG83053,10/20/2016,Lead,2,718,FRANK ST,FLINT,48503
LG89860,12/5/2016,Lead,,4033,FRASER ST,FLINT,48504
LG74866,9/19/2016,Lead,0,647,FREEMAN AVE,FLINT,48503
LG83015,10/20/2016,Lead,0,647,FREEMAN AVE,FLINT,48503
LG92340,12/19/2016,Lead,0,647,FREEMAN AVE,FLINT,48503
LG58857,7/12/2016,Lead,33,647,FREEMAN AVE,FLINT,48503
LG63042,7/28/2016,Lead,13,648,FREEMAN AVE,FLINT,
LG64530,8/4/2016,Lead,1,659,FREEMAN AVE,FLINT,48503
LG72825,9/12/2016,Lead,3,734,FREEMAN AVE,FLINT,48507
LG61531,7/21/2016,Lead,1,745,FREEMAN AVE,FLINT,48504
LG88138,11/21/2016,Lead,0,647,FREEMANE AVE,FLINT,48503
LG72168,9/8/2016,Lead,0,913,FREMONT ST,FLINT,48507
LG72169,9/8/2016,Lead,0,913,FREMONT ST,FLINT,48503
LG91200,12/12/2016,Lead,,913,FREMONT ST,FLINT,48504
LG91177,12/12/2016,Lead,,913,FREMONT ST,FLINT,48507
LG91179,12/12/2016,Lead,,913,FREMONT ST,FLINT,48506
LG62989,7/28/2016,Lead,3,968,GAINEY AVE,FLINT,48503
LG69493,8/25/2016,Lead,3,968,GAINEY AVE,FLINT,48529
LG89833,12/5/2016,Lead,3,1517,GAINEY AVE,FLINT,48506
LG60204,7/18/2016,Lead,2,1520,GAINEY AVE,FLINT,48503
LG70052,8/29/2016,Lead,1,2822,GAMMA LN,FLINT,48503
LG59609,7/14/2016,Lead,43,801,GARDENVIEW DR APT #105,FLINT,48507
LG59606,7/14/2016,Lead,5,801,GARDENVIEW DR APT #129,FLINT,48503
LG59605,7/14/2016,Lead,19,801,GARDENVIEW DR APT #134,FLINT,48503
LG90786,12/8/2016,Lead,0,725,GARLAND,FLINT,48507
LG89405,12/1/2016,Lead,0,503,GARLAND ST,FLINT,48505
LG89402,12/1/2016,Lead,0,605,GARLAND ST,FLINT,48532
LG69557,8/25/2016,Lead,0,1534,GARLAND ST,FLINT,48503
LG59590,7/14/2016,Lead,4,2909,GIBSON ST,FLINT,48504
LG57980,7/7/2016,Lead,0,2020,GILMARTIN ST,FLINT,48504
LG57990,7/7/2016,Lead,0,2020,GILMARTIN ST,FLINT,48506
LG64548,8/4/2016,Lead,3,1033,GLADWIN ST,FLINT,48504
LG87406,11/17/2016,Lead,1,1920,GLENDALE AVE,FLINT,48503
LG67942,8/18/2016,Lead,2,1920,GLENDALE AVE,FLINT,***
LG60653,7/19/2016,Lead,3,1920,GLENDALE AVE,FLINT,48503
LG76095,9/22/2016,Lead,4,1920,GLENDALE AVE,FLINT,48507
LG81099,10/10/2016,Lead,2,3724,GLOUCESTER ST,FLINT,48503
LG68457,8/22/2016,Lead,0,3742,GLOUCESTER ST,FLINT,48504
LG76244,9/22/2016,Lead,0,3840,GLOUCESTER ST,FLINT,48504
LG76245,9/22/2016,Lead,0,3840,GLOUCESTER ST,FLINT,48503
LG93144,12/22/2016,Lead,,2014,GOLD AVE,FLINT,48503
LG66314,8/11/2016,Lead,0,2015,GOLD AVE,FLINT,48503
LG86714,11/14/2016,Lead,,2019,GOLD AVE,FLINT,48503
LG80754,10/6/2016,Lead,0,2712,GOLFSIDE LN,FLINT,48505
LG71346,9/6/2016,Lead,0,2749,GOLFSIDE LN,FLINT,48502
LG83046,10/20/2016,Lead,6,2016,GOODRICH AVE,FLINT,48507
LG63364,8/1/2016,Lead,5,613,GRACE ST,FLINT,48503
LG87610,11/17/2016,Lead,,,GRAND BLANC ACADEMY,GRAND BLANC,48503
LG90783,12/8/2016,Lead,0,101,GRAND TRAVERSE,FLINT,48503
LG90780,12/8/2016,Lead,0,328,GRAND TRAVERSE,FLINT,48505
LG85700,11/7/2016,Lead,0,2545,GRAND TRAVERSE,FLINT,48503
LG89410,12/1/2016,Lead,0,601,GRAND TRAVERSE ST,FLINT,48504
LG85335,11/3/2016,Lead,,1225,GRANDY ST,FLINT,48504
LG86529,11/10/2016,Lead,,3622,GRATIOT,FLINT,48506
LG88705,11/28/2016,Lead,,3622,GRATIOT,FLINT,48505
LG59576,7/14/2016,Lead,0,3314,GRATIOT AVE,FLINT,48506
LG64544,8/4/2016,Lead,5,3410,GRATIOT AVE,FLINT,48504
LG70048,8/29/2016,Lead,0,3622,GRATIOT AVE,FLINT,48507
LG72148,9/8/2016,Lead,0,3622,GRATIOT AVE,FLINT,48507
LG72152,9/8/2016,Lead,0,3622,GRATIOT AVE,FLINT,48506
LG74874,9/19/2016,Lead,0,3622,GRATIOT AVE,FLINT,48504
LG76235,9/22/2016,Lead,0,3622,GRATIOT AVE,FLINT,48507
LG78682,9/29/2016,Lead,0,3622,GRATIOT AVE,FLINT,48503
LG80762,10/6/2016,Lead,0,3622,GRATIOT AVE,FLINT,48503
LG81781,10/13/2016,Lead,0,3622,GRATIOT AVE,FLINT,48503
LG83017,10/20/2016,Lead,0,3622,GRATIOT AVE,FLINT,48504
LG83055,10/20/2016,Lead,0,3622,GRATIOT AVE,FLINT,48504
LG88143,11/21/2016,Lead,0,3622,GRATIOT AVE,FLINT,48504
LG89870,12/5/2016,Lead,,3622,GRATIOT AVE,FLINT,48504
LG90822,12/8/2016,Lead,,3622,GRATIOT AVE,FLINT,48505
LG92065,12/15/2016,Lead,,3622,GRATIOT AVE,FLINT,48503
LG92345,12/19/2016,Lead,0,3622,GRATIOT AVE,FLINT,48504
LG85327,11/3/2016,Lead,,3622,GRATIOT AVE,FLINT,48507
LG93146,12/22/2016,Lead,,3622,GRATIOT AVE,FLINT,48504
LG70035,8/29/2016,Lead,4,3622,GRATIOT AVE,FLINT,48504
LG69520,8/25/2016,Lead,5,3622,GRATIOT AVE,FLINT,48503
LG64522,8/4/2016,Lead,36,3622,GRATIOT AVE,FLINT,48503
LG60216,7/18/2016,Lead,168,3622,GRATIOT AVE,FLINT,48507
LG88735,11/28/2016,Lead,,3714,GRATIOT AVE,FLINT,48507
LG74841,9/19/2016,Lead,1,3714,GRATIOT AVE,FLINT,48506
LG60804,7/20/2016,Lead,0,139,GREEN ST,FLINT,48505
LG67811,8/18/2016,Lead,0,139,GREEN ST,FLINT,48505
LG75327,9/21/2016,Lead,0,139,GREEN ST,FLINT,48505
LG87438,11/17/2016,Lead,0,139,GREEN ST,FLINT,48503
LG87409,11/17/2016,Lead,1,210,GREEN ST,FLINT,48502
LG67824,8/18/2016,Lead,3,210,GREEN ST,FLINT,48503
LG75330,9/21/2016,Lead,3,210,GREEN ST,FLINT,48506
LG65010,8/8/2016,Lead,0,1809,GREENBRIAR LN,FLINT,48503
LG58051,7/7/2016,Lead,0,1722,GREENBROOK LN,FLINT,48506
LG72838,9/12/2016,Lead,0,3712,GREENBROOK LN,FLINT,48506
LG72159,9/8/2016,Lead,0,4002,GREENBROOK LN,FLINT,48507
LG81101,10/10/2016,Lead,0,4006,GREENBROOK LN,FLINT,48504
LG81103,10/10/2016,Lead,0,4006,GREENBROOK LN,FLINT,48504
LG76888,9/26/2016,Lead,0,4322,GREENBROOK LN,FLINT,48504
LG76871,9/26/2016,Lead,0,4322,GREENBROOK LN,FLINT,***
LG81106,10/10/2016,Lead,0,4322,GREENBROOK LN,FLINT,48504
LG81107,10/10/2016,Lead,0,4322,GREENBROOK LN,FLINT,48532
LG66306,8/11/2016,Lead,0,4418,GREENBROOK LN,FLINT,48505
LG78677,9/29/2016,Lead,8,4418,GREENBROOK LN,FLINT,48506
LG90032,12/6/2016,Lead,,27725,GREENFIELD,SOUTHFIELD,48507
LG64523,8/4/2016,Lead,1,519,GREENFIELD AVE,FLINT,48503
LG64527,8/4/2016,Lead,2,519,GREENFIELD AVE,FLINT,48507
LG69536,8/25/2016,Lead,2,519,GREENFIELD AVE,FLINT,48505
LG69555,8/25/2016,Lead,4,519,GREENFIELD AVE,FLINT,48504
LG91185,12/12/2016,Lead,,519,GREENFIELD AVE,FLINT,48504
LG91187,12/12/2016,Lead,,519,GREENFIELD AVE,FLINT,48503
LG88169,11/21/2016,Lead,,519,GREENFIELD AVENUE,FLINT,48503
LG88172,11/21/2016,Lead,,519,GREENFIELD AVENUE,FLINT,48504
LG68459,8/22/2016,Lead,0,4410,GREENLAWN DR,FLINT,48505
LG64559,8/4/2016,Lead,9,1701,GREENWAY AVE,FLINT,48503
LG87613,11/17/2016,Lead,,,HAAS ELEMENTARY,GENESEE,48504
LG87623,11/17/2016,Lead,,,HAAS ELEMENTARY,GENESEE,48503
LG60212,7/18/2016,Lead,3,1902,HAMMERBERG RD,FLINT,48503
LG87686,11/17/2016,Lead,,3900,HAMMERBERG RD #317,FLINT,48507
LG61491,7/21/2016,Lead,4,1902,HAMMERBURG RD,FLINT,48504
LG67980,8/18/2016,Lead,0,1830,HAMPDEN RD,FLINT,48505
LG86719,11/14/2016,Lead,,1920,HAMPDEN RD,FLINT,48503
LG67971,8/18/2016,Lead,0,2845,HAMPSTEAD DR,FLINT,48504
LG89842,12/5/2016,Lead,0,1522,HARRISON ST,FLINT,48506
LG71347,9/6/2016,Lead,0,3110,HAWTHORNE DR,FLINT,48503
LG81773,10/13/2016,Lead,0,3202,HAWTHORNE DR,FLINT,48504
LG81774,10/13/2016,Lead,1,3202,HAWTHORNE DR,FLINT,48503
LG81778,10/13/2016,Lead,11,3202,HAWTHORNE DR,FLINT,48504
LG84140,10/27/2016,Lead,,3301,HAWTHORNE DR,FLINT,48505
LG76246,9/22/2016,Lead,6,3302,HAWTHORNE DR,FLINT,48505
LG62990,7/28/2016,Lead,57,3302,HAWTHORNE DR,FLINT,48507
LG66307,8/11/2016,Lead,2,3312,HAWTHORNE DR,FLINT,48506
LG66312,8/11/2016,Lead,4,3312,HAWTHORNE DR,FLINT,48507
LG66316,8/11/2016,Lead,0,3411,HAWTHORNE DR,FLINT,48503
LG70055,8/29/2016,Lead,4,3411,HAWTHORNE DR,FLINT,48503
LG68467,8/22/2016,Lead,49,3420,HAWTHORNE DR,FLINT,48505
LG65004,8/8/2016,Lead,2,3430,HAWTHORNE DR,FLINT,48507
LG58871,7/12/2016,Lead,0,3441,HAWTHORNE DR,FLINT,48507
LG76890,9/26/2016,Lead,3,3450,HAWTHORNE DR,FLINT,48503
LG76880,9/26/2016,Lead,14,3450,HAWTHORNE DR,FLINT,48503
LG58066,7/7/2016,Lead,0,3501,HAWTHORNE DR,FLINT,48503
LG63361,8/1/2016,Lead,1,3501,HAWTHORNE DR,FLINT,48505
LG58071,7/7/2016,Lead,2,3501,HAWTHORNE DR,FLINT,48507
LG86550,11/10/2016,Lead,,3501,HAWTHORNE DR,FLINT,48503
LG89421,12/1/2016,Lead,,3501,HAWTHORNE DR,FLINT,48507
LG80751,10/6/2016,Lead,7,3501,HAWTHORNE DR,FLINT,48504
LG58058,7/7/2016,Lead,4,721,HAZELTON ST,FLINT,48507
LG67813,8/18/2016,Lead,0,3029,HELBER ST,FLINT,48503
LG75379,9/21/2016,Lead,0,3029,HELBER ST,FLINT,48505
LG87349,11/17/2016,Lead,0,3029,HELBER ST,FLINT,48507
LG60801,7/20/2016,Lead,1,3029,HELBER ST,FLINT,48504
LG92057,12/15/2016,Lead,2,1940,HEMPHILL RD,FLINT,48505
LG58006,7/7/2016,Lead,2,2964,HENRY ST,FLINT,48504
LG67988,8/18/2016,Lead,0,3001,HENRY ST,FLINT,48503
LG66318,8/11/2016,Lead,0,3002,HENRY ST,FLINT,48507
LG58018,7/7/2016,Lead,2,3613,HERRICK ST,FLINT,48505
LG70065,8/29/2016,Lead,0,3617,HERRICK ST,FLINT,48507
LG87703,11/17/2016,Lead,,3617,HERRICK ST,FLINT,48503
LG80759,10/6/2016,Lead,3,3617,HERRICK ST,FLINT,48507
LG62994,7/28/2016,Lead,5,3617,HERRICK ST,FLINT,48503
LG71002,9/1/2016,Lead,0,3810,HERRICK ST,FLINT,48502
LG85729,11/7/2016,Lead,,3810,HERRICK ST,FLINT,48504
LG68001,8/18/2016,Lead,0,2721,HILLCREST AVE,FLINT,48505
LG68008,8/18/2016,Lead,2,2721,HILLCREST AVE,FLINT,48430
LG71007,9/1/2016,Lead,6,2721,HILLCREST AVE,FLINT,48507
LG59599,7/14/2016,Lead,0,2915,HILLCREST AVE,FLINT,48503
LG74244,9/15/2016,Lead,1,6514,HILLCREST DR,FLINT,48504
LG68010,8/18/2016,Lead,0,2002,HILLS ST,FLINT,48503
LG88671,11/28/2016,Lead,,2020,HILLS ST,FLINT,48503
LG88672,11/28/2016,Lead,,2020,HILLS ST,FLINT,48503
LG61942,7/25/2016,Lead,595,2020,HILLS ST,FLINT,48503
LG66301,8/11/2016,Lead,1,2025,HILLS ST,FLINT,48505
LG59565,7/14/2016,Lead,0,2032,HILLS ST,FLINT,48504
LG59624,7/14/2016,Lead,0,2125,HILLS ST,FLINT,48504
LG59632,7/14/2016,Lead,0,2125,HILLS ST,FLINT,48503
LG64582,8/4/2016,Lead,0,2125,HILLS ST,FLINT,48504
LG72140,9/8/2016,Lead,0,2125,HILLS ST,FLINT,48507
LG72145,9/8/2016,Lead,0,2125,HILLS ST,FLINT,48507
LG81087,10/10/2016,Lead,0,2125,HILLS ST,FLINT,48504
LG81089,10/10/2016,Lead,0,2125,HILLS ST,FLINT,48502
LG64581,8/4/2016,Lead,5,2125,HILLS ST,FLINT,48504
LG59627,7/14/2016,Lead,6,2125,HILLS ST,FLINT,48504
LG81088,10/10/2016,Lead,6,2125,HILLS ST,FLINT,48507
LG72143,9/8/2016,Lead,41,2125,HILLS ST,FLINT,48504
LG84544,10/31/2016,Lead,,2207,HILLS ST,FLINT,48507
LG84516,10/31/2016,Lead,0,2219,HILLS ST,FLINT,48506
LG60679,7/19/2016,Lead,5,2401,HILLS ST,FLINT,48503
LG87433,11/17/2016,Lead,7,2401,HILLS ST,FLINT,48504
LG75312,9/21/2016,Lead,16,2401,HILLS ST,FLINT,48505
LG67873,8/18/2016,Lead,22,2401,HILLS ST,FLINT,48503
LG74865,9/19/2016,Lead,0,2409,HILLS ST,FLINT,48506
LG83023,10/20/2016,Lead,0,2409,HILLS ST,FLINT,48505
LG72820,9/12/2016,Lead,0,2409,HILLS ST,FLINT,48506
LG72823,9/12/2016,Lead,0,2409,HILLS ST,FLINT,48502
LG72829,9/12/2016,Lead,0,2409,HILLS ST,FLINT,48504
LG92342,12/19/2016,Lead,0,2409,HILLS ST,FLINT,48503
LG57969,7/7/2016,Lead,2,2409,HILLS ST,FLINT,48503
LG57992,7/7/2016,Lead,18,2409,HILLS ST,FLINT,48507
LG76331,9/22/2016,Lead,0,2410,HILLS ST,FLINT,48503
LG67883,8/18/2016,Lead,69,2410,HILLS ST,FLINT,48505
LG61490,7/21/2016,Lead,0,2418,HILLS ST,FLINT,48504
LG88736,11/28/2016,Lead,,2418,HILLS ST,FLINT,48503
LG76086,9/22/2016,Lead,3,2501,HILLS ST,FLINT,48503
LG88150,11/21/2016,Lead,3,2501,HILLS ST,FLINT,48502
LG60683,7/19/2016,Lead,12,2501,HILLS ST,FLINT,48504
LG68447,8/22/2016,Lead,14,2501,HILLS ST,FLINT,48507
LG64580,8/4/2016,Lead,0,2515,HILLS ST,FLINT,48505
