sample_number,date_added,analysis_type,1_liter (1 Bottle Kit),street_number,street_name,city_name,zip_code
LG77561,9/27/2016,Lead,5,1201,N GRAND TRAVERSE ST,FLINT,48504
LG77565,9/27/2016,Lead,6,1201,N GRAND TRAVERSE ST,FLINT,48503
LG77567,9/27/2016,Lead,8,1201,N GRAND TRAVERSE ST,FLINT,48503
LG77570,9/27/2016,Lead,10,1201,N GRAND TRAVERSE ST,FLINT,48506
LG61149,7/20/2016,Lead,169,1201,N GRAND TRAVERSE ST,FLINT,48532
LG83042,10/20/2016,Lead,0,509,N HARRISON ST,FLINT,48503
LG60641,7/19/2016,Lead,6,8274,N PORT,GRAND BLANC,48503
LG64545,8/4/2016,Lead,0,2400,N SAGINAW ST,FLINT,48504
LG82131,10/17/2016,Lead,4,4907,N SAGINAW ST,FLINT,48502
LG90031,12/6/2016,Lead,,1200,N TELEGRAPH BLDG 34E,PONTIAC,48503
LG74238,9/15/2016,Lead,4,2311,N VERNON,FLINT,48504
LG84160,10/27/2016,Lead,2,2429,N VERNON AVE,FLINT,48503
LG84164,10/27/2016,Lead,3,2433,N VERNON AVE,FLINT,48507
LG63000,7/28/2016,Lead,5,1406,N VIRGINIA AVE,FLINT,48507
LG83096,10/20/2016,Lead,,5199,NASH DR,FLINT,48504
LG67826,8/18/2016,Lead,2,2961,NATHAN AVE,FLINT,48504
LG75344,9/21/2016,Lead,3,2961,NATHAN AVE,FLINT,48507
LG60659,7/19/2016,Lead,15,2961,NATHAN AVE,FLINT,48507
LG86729,11/14/2016,Lead,6,6255,NEFF RD,FLINT,48507
LG88118,11/21/2016,Lead,,6236,NEFF RD DAILEY,MT MORRIS,48503
LG60220,7/18/2016,Lead,0,1010,NELSON ST,FLINT,48503
LG60784,7/20/2016,Lead,0,1109,NELSON ST,FLINT,48507
LG67821,8/18/2016,Lead,0,1109,NELSON ST,FLINT,48506
LG75351,9/21/2016,Lead,0,1109,NELSON ST,FLINT,48503
LG87365,11/17/2016,Lead,0,1109,NELSON ST,FLINT,48504
LG87443,11/17/2016,Lead,9,1209,NEUBERT AVE,FLINT,48503
LG76088,9/22/2016,Lead,13,1209,NEUBERT AVE,FLINT,48532
LG68439,8/22/2016,Lead,14,1209,NEUBERT AVE,FLINT,
LG60625,7/19/2016,Lead,18,1209,NEUBERT AVE,FLINT,48532
LG91169,12/12/2016,Lead,,1317,NEUBERT AVE,FLINT,48506
LG87625,11/17/2016,Lead,,,NEW STANDARD ACADEMY,FLINT,48503
LG74859,9/19/2016,Lead,0,2256,NOLEN DR,FLINT,48504
LG70054,8/29/2016,Lead,3,2436,NOLEN DR,FLINT,48503
LG77040,9/27/2016,Lead,0,2602,NOLEN DR,FLINT,48507
LG92346,12/19/2016,Lead,,2602,NOLEN DR,FLINT,48507
LG60673,7/19/2016,Lead,2,2602,NOLEN DR,FLINT,48505
LG87373,11/17/2016,Lead,2,2602,NOLEN DR,FLINT,48506
LG84151,10/27/2016,Lead,,2602,NOLEN DR,FLINT,48503
LG67845,8/18/2016,Lead,16,2602,NOLEN DR,FLINT,48505
LG87377,11/17/2016,Lead,0,2411,NORBERT ST,FLINT,48503
LG60596,7/19/2016,Lead,1,2411,NORBERT ST,FLINT,48503
LG67812,8/18/2016,Lead,1,2411,NORBERT ST,FLINT,48514
LG75373,9/21/2016,Lead,1,2411,NORBERT ST,FLINT,48505
LG91175,12/12/2016,Lead,,2416,NORBERT ST,FLINT,48503
LG90806,12/8/2016,Lead,2,2436,NORBERT ST,FLINT,48504
LG88704,11/28/2016,Lead,,2441,NORBERT ST,FLINT,48503
LG88158,11/21/2016,Lead,,2526,NORBERT ST,FLINT,48503
LG63043,7/28/2016,Lead,133,2526,NORBERT ST,FLINT,48504
LG79590,10/3/2016,Lead,2,2810,NORBERT ST,FLINT,48507
LG83086,10/20/2016,Lead,,2810,NORBERT ST,FLINT,48507
LG88677,11/28/2016,Lead,,3110,NORWOOD DR,FLINT,48503
LG76249,9/22/2016,Lead,0,3623,NORWOOD DR,FLINT,48503
LG93141,12/22/2016,Lead,0,3623,NORWOOD DR,FLINT,48503
LG93145,12/22/2016,Lead,,3623,NORWOOD DR,FLINT,48503
LG71023,9/1/2016,Lead,1,3623,NORWOOD DR,FLINT,48503
LG88165,11/21/2016,Lead,,3623,NORWOOD DR,FLINT,48503
LG60225,7/18/2016,Lead,2,3623,NORWOOD DR,FLINT,48507
LG83091,10/20/2016,Lead,,1827,OAK BROOK CIR,FLINT,48507
LG61946,7/25/2016,Lead,2,1829,OAK BROOK CIR,FLINT,48529
LG88649,11/28/2016,Lead,0,1210,OAK ST,FLINT,48506
LG88659,11/28/2016,Lead,0,1210,OAK ST,FLINT,48503
LG69485,8/25/2016,Lead,2,1831,OAKBROOK CIR,FLINT,48507
LG64996,8/8/2016,Lead,2,1835,OAKBROOK CIR,FLINT,48507
LG62993,7/28/2016,Lead,6,601,ODETTE ST,FLINT,48503
LG57248,7/5/2016,Lead,2,605,ODETTE ST,FLINT,48503
LG72791,9/12/2016,Lead,2,605,ODETTE ST,FLINT,48505
LG72796,9/12/2016,Lead,2,605,ODETTE ST,FLINT,48502
LG86541,11/10/2016,Lead,,605,ODETTE ST,FLINT,48503
LG79593,10/3/2016,Lead,19,605,ODETTE ST,FLINT,48503
LG88664,11/28/2016,Lead,4,4001,OGEMA,FLINT,48439
LG84515,10/31/2016,Lead,4,4001,OGEMA AVE,FLINT,48437
LG88153,11/21/2016,Lead,0,4208,OGEMA AVE,FLINT,48503
LG75326,9/21/2016,Lead,1,4208,OGEMA AVE,FLINT,48507
LG60769,7/20/2016,Lead,2,4208,OGEMA AVE,FLINT,48507
LG67870,8/18/2016,Lead,27,4208,OGEMA AVE,FLINT,48507
LG60771,7/20/2016,Lead,2,4214,OGEMA AVE,FLINT,48504
LG75298,9/21/2016,Lead,2,4214,OGEMA AVE,FLINT,48502
LG87451,11/17/2016,Lead,2,4214,OGEMA AVE,FLINT,48504
LG67913,8/18/2016,Lead,3,4214,OGEMA AVE,FLINT,48503
LG87452,11/17/2016,Lead,0,4218,OGEMA AVE,FLINT,48507
LG60775,7/20/2016,Lead,1,4218,OGEMA AVE,FLINT,48503
LG67875,8/18/2016,Lead,1,4218,OGEMA AVE,FLINT,48507
LG75289,9/21/2016,Lead,1,4218,OGEMA AVE,FLINT,48503
LG67862,8/18/2016,Lead,0,4302,OGEMA AVE,FLINT,48504
LG75309,9/21/2016,Lead,0,4302,OGEMA AVE,FLINT,48503
LG87386,11/17/2016,Lead,0,4302,OGEMA AVE,FLINT,48503
LG60768,7/20/2016,Lead,1,4302,OGEMA AVE,FLINT,48502
LG71373,9/6/2016,Lead,0,4507,OGEMA AVE,FLINT,48503
LG89875,12/5/2016,Lead,,4515,OGEMA AVE,FLINT,48505
LG69532,8/25/2016,Lead,0,1621,OHIO AVE,FLINT,48507
LG61552,7/21/2016,Lead,0,1634,OKLAHOMA AVE,FLINT,48503
LG61554,7/21/2016,Lead,340,1634,OKLAHOMA AVE,FLINT,48505
LG88728,11/28/2016,Lead,,2210,OKLAHOMA AVE,FLINT,48504
LG70997,9/1/2016,Lead,3,2302,OKLAHOMA AVE,FLINT,48502
LG71000,9/1/2016,Lead,3,2302,OKLAHOMA AVE,FLINT,48507
LG64532,8/4/2016,Lead,0,3088,OLD FARM RD,FLINT,48503
LG87689,11/17/2016,Lead,,3132,OLEARY RD,FLINT,48505
LG87392,11/17/2016,Lead,1,202,OLIVER ST,FLINT,48503
LG75294,9/21/2016,Lead,2,202,OLIVER ST,FLINT,48503
LG67867,8/18/2016,Lead,3,202,OLIVER ST,FLINT,48507
LG60631,7/19/2016,Lead,4,202,OLIVER ST,FLINT,48503
LG79588,10/3/2016,Lead,0,6725,ORANGE LN,FLINT,48504
LG58055,7/7/2016,Lead,0,2528,ORCHARD LN,FLINT,48504
LG83098,10/20/2016,Lead,,2528,ORCHARD LN,FLINT,48502
LG80757,10/6/2016,Lead,3,2540,ORCHARD LN,FLINT,48506
LG72787,9/12/2016,Lead,2,1807,OREN AVE,FLINT,48507
LG84165,10/27/2016,Lead,152,1807,OREN AVE,FLINT,48503
LG68014,8/18/2016,Lead,0,1122,OSSINGTON AVE,FLINT,48507
LG88159,11/21/2016,Lead,,1702,OVERHILL DR,FLINT,48503
LG80746,10/6/2016,Lead,3,1724,OVERHILL DR,FLINT,48504
LG76875,9/26/2016,Lead,0,1847,OWEN ST,FLINT,48503
LG71374,9/6/2016,Lead,1,2011,OXFORD LN,FLINT,48507
LG78669,9/29/2016,Lead,0,2022,OXFORD LN,FLINT,48507
LG69550,8/25/2016,Lead,0,2013,OXLEY DR,FLINT,48504
LG68473,8/22/2016,Lead,0,6505,OXLEY DR,FLINT,48503
LG88036,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48503
LG88037,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48504
LG88038,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48506
LG88039,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48503
LG88040,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48504
LG88041,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48503
LG88042,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48504
LG88043,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48503
LG88044,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48503
LG88046,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48503
LG88047,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48504
LG88048,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48507
LG88049,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48504
LG88050,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48505
LG88051,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48504
LG88052,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48507
LG88053,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48502
LG88054,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48504
LG88055,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48507
LG88056,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48506
LG88057,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48506
LG88058,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48503
LG88059,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48504
LG88060,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48505
LG88061,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48503
LG88062,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48503
LG88063,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48507
LG88065,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48507
LG88066,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48532
LG88068,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48504
LG88069,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48506
LG88070,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48503
LG88071,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48503
LG88064,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48505
LG88067,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48506
LG88045,11/21/2016,Lead,,6602,OXLEY DR,FLINT,48504
LG90825,12/8/2016,Lead,,811,PADDINGTON AVE,FLINT,48529
LG68469,8/22/2016,Lead,3,847,PADDINGTON AVE,FLINT,48505
LG61948,7/25/2016,Lead,3,2530,PADUCAH ST,FLINT,48507
LG65005,8/8/2016,Lead,2,516,PAGE ST,FLINT,48504
LG61930,7/25/2016,Lead,3,608,PAGE ST,FLINT,48504
LG71372,9/6/2016,Lead,0,1918,PARK FOREST DR,FLINT,48507
LG91197,12/12/2016,Lead,,3850,PARK FOREST DR,FLINT,48503
LG60206,7/18/2016,Lead,0,4010,PARK FOREST DR,FLINT,48505
LG60211,7/18/2016,Lead,0,4010,PARK FOREST DR,FLINT,48502
LG92330,12/19/2016,Lead,0,4018,PARK FOREST DR,FLINT,48501
LG84138,10/27/2016,Lead,,4110,PARK FOREST DR,FLINT,48503
LG76869,9/26/2016,Lead,0,4228,PARK FOREST DR,FLINT,48503
LG90823,12/8/2016,Lead,,1601,PARK ST,FLINT,48503
LG60791,7/20/2016,Lead,0,1606,PARK ST,FLINT,48506
LG67868,8/18/2016,Lead,0,1606,PARK ST,FLINT,48503
LG75353,9/21/2016,Lead,0,1606,PARK ST,FLINT,48504
LG87444,11/17/2016,Lead,4,1613,PARK ST,FLINT,48507
LG75288,9/21/2016,Lead,8,1613,PARK ST,FLINT,48503
LG61859,7/22/2016,Lead,10,1613,PARK ST,FLINT,48503
LG67865,8/18/2016,Lead,17,1613,PARK ST,FLINT,48505
LG75308,9/21/2016,Lead,0,1614,PARK ST,FLINT,48504
LG60789,7/20/2016,Lead,2,1614,PARK ST,FLINT,48503
LG67863,8/18/2016,Lead,2,1614,PARK ST,FLINT,48505
LG87342,11/17/2016,Lead,2,1614,PARK ST,FLINT,48504
LG67860,8/18/2016,Lead,2,1617,PARK ST,FLINT,48505
LG75283,9/21/2016,Lead,2,1617,PARK ST,FLINT,48503
LG87381,11/17/2016,Lead,2,1617,PARK ST,FLINT,48504
LG67914,8/18/2016,Lead,0,1704,PARK ST,FLINT,48504
LG75306,9/21/2016,Lead,1,1704,PARK ST,FLINT,48506
LG60785,7/20/2016,Lead,2,1704,PARK ST,FLINT,48503
LG87440,11/17/2016,Lead,2,1704,PARK ST,FLINT,48504
LG60790,7/20/2016,Lead,1,1712,PARK ST,FLINT,48504
LG67919,8/18/2016,Lead,1,1712,PARK ST,FLINT,48503
LG60783,7/20/2016,Lead,1,1713,PARK ST,FLINT,48505
LG67915,8/18/2016,Lead,1,1713,PARK ST,FLINT,48506
LG75307,9/21/2016,Lead,1,1713,PARK ST,FLINT,48505
LG87345,11/17/2016,Lead,4,1713,PARK ST,FLINT,48506
LG92329,12/19/2016,Lead,7,2810,PARKSIDE DR,FLINT,48507
LG69494,8/25/2016,Lead,12,3410,PARKSIDE DR,FLINT,48503
LG83448,10/24/2016,Lead,,632,PARTRIDGE ST,FLINT,48503
LG84128,10/27/2016,Lead,,633,PARTRIDGE ST,FLINT,48503
LG83444,10/24/2016,Lead,,640,PARTRIDGE ST,FLINT,48505
LG89861,12/5/2016,Lead,,3641,PENBROOK LN APT 4,FLINT,48503
LG86555,11/10/2016,Lead,,3214,PENCOMBE PL  APP 72C,FLINT,48503
LG86552,11/10/2016,Lead,,3110,PENCOMBE PL APT 21C,FLINT,48504
LG82130,10/17/2016,Lead,2,1625,PENNSYLVANIA AVE,FLINT,48507
LG91161,12/12/2016,Lead,0,2305,PENNSYLVANIA AVE,FLINT,48505
LG61524,7/21/2016,Lead,2,2312,PENNSYLVANIA AVE APT A,FLINT,48504
LG76259,9/22/2016,Lead,0,1005,PERSHING ST,FLINT,48505
LG72810,9/12/2016,Lead,0,1214,PERSHING ST,FLINT,48502
LG93150,12/22/2016,Lead,,1222,PERSHING ST,FLINT,48504
LG67985,8/18/2016,Lead,4,1105,PETTIBONE AVE,FLINT,48503
LG60623,7/19/2016,Lead,0,1202,PETTIBONE AVE,FLINT,48504
LG67853,8/18/2016,Lead,0,1202,PETTIBONE AVE,FLINT,48503
LG58849,7/12/2016,Lead,4,1329,PETTIBONE AVE,FLINT,48503
LG72167,9/8/2016,Lead,3,1601,PETTIBONE AVE,FLINT,48503
LG72844,9/12/2016,Lead,2,2630,PEWANAGA PL,FLINT,48503
LG87601,11/17/2016,Lead,,,PEYTON LEARNING PLACE,CLIO,48503
LG67989,8/18/2016,Lead,0,4372,PHEASANT DR,FLINT,48507
LG67996,8/18/2016,Lead,0,4372,PHEASANT DR,FLINT,48503
LG89420,12/1/2016,Lead,,502,PHILADELPHIA BLVD,FLINT,48504
LG58870,7/12/2016,Lead,0,2106,PIERCE ST,FLINT,48503
LG84538,10/31/2016,Lead,,2106,PIERCE ST,FLINT,48506
LG64521,8/4/2016,Lead,5,2106,PIERCE ST,FLINT,48507
LG58868,7/12/2016,Lead,7,2106,PIERCE ST,FLINT,48504
LG64563,8/4/2016,Lead,1,2201,PIERCE ST,FLINT,48504
LG61553,7/21/2016,Lead,0,2313,PIERCE ST,FLINT,48504
LG71371,9/6/2016,Lead,0,2313,PIERCE ST,FLINT,48507
LG61512,7/21/2016,Lead,2,2313,PIERCE ST,FLINT,48503
LG85719,11/7/2016,Lead,,2313,PIERCE ST,FLINT,48506
LG61515,7/21/2016,Lead,2,2318,PIERCE ST,FLINT,48505
LG66703,8/15/2016,Lead,0,2406,PIERCE ST,FLINT,48505
LG66702,8/15/2016,Lead,1,2406,PIERCE ST,FLINT,48507
LG66699,8/15/2016,Lead,2,2406,PIERCE ST,FLINT,48507
LG66694,8/15/2016,Lead,22,2406,PIERCE ST,FLINT,48503
LG75317,9/21/2016,Lead,2,2413,PIERCE ST,FLINT,48504
LG60686,7/19/2016,Lead,3,2413,PIERCE ST,FLINT,48503
LG87428,11/17/2016,Lead,3,2413,PIERCE ST,FLINT,48507
LG60684,7/19/2016,Lead,0,2414,PIERCE ST,FLINT,48505
LG68450,8/22/2016,Lead,0,2414,PIERCE ST,FLINT,48503
LG87389,11/17/2016,Lead,59,2414,PIERCE ST,FLINT,0
LG84146,10/27/2016,Lead,,2402,PIERLE,FLINT,48507
LG61950,7/25/2016,Lead,10,729,PIERSON ST,FLINT,48507
LG92038,12/15/2016,Lead,5,1121,PINEHURST AVE,FLINT,48503
LG88683,11/28/2016,Lead,,1309,PINEHURST AVE,FLINT,48505
LG87622,11/17/2016,Lead,,,PINEHURST ELEM HEAD START,MT MORRIS,48503
LG64519,8/4/2016,Lead,0,817,PINGREE AVE,FLINT,48502
LG67896,8/18/2016,Lead,3,1523,PINGREE AVE,FLINT,48505
LG62988,7/28/2016,Lead,0,1613,PINGREE AVE,FLINT,48506
LG66290,8/11/2016,Lead,0,1613,PINGREE AVE,FLINT,48503
LG83099,10/20/2016,Lead,,3542,PINGREE AVE,FLINT,48505
LG68458,8/22/2016,Lead,0,3618,PINGREE AVE,FLINT,48503
LG71015,9/1/2016,Lead,0,3618,PINGREE AVE,FLINT,48503
LG93149,12/22/2016,Lead,,3618,PINGREE AVE,FLINT,48504
LG58038,7/7/2016,Lead,10,201,PIPER AVE,FLINT,48503
LG62979,7/28/2016,Lead,0,3838,PITKIN AVE,FLINT,48503
LG66313,8/11/2016,Lead,0,2409,PLAINFIELD AVE,FLINT,48503
LG61928,7/25/2016,Lead,0,2802,PLAINFIELD AVE,FLINT,48504
LG87357,11/17/2016,Lead,5,1629,PONTIAC ST,FLINT,48504
LG60811,7/20/2016,Lead,9,1629,PONTIAC ST,FLINT,48503
LG75350,9/21/2016,Lead,12,1629,PONTIAC ST,FLINT,48507
LG68442,8/22/2016,Lead,15,1629,PONTIAC ST,FLINT,48503
LG63367,8/1/2016,Lead,3,1465,POPLAR ST,FLINT,48504
LG87611,11/17/2016,Lead,,,POSITIVE START CDC,FENTON,48507
LG72154,9/8/2016,Lead,192,2630,PROCTOR AVE,FLINT,48507
LG90813,12/8/2016,Lead,,2630,PROCTOR AVE,FLINT,48503
LG64537,8/4/2016,Lead,44,2630,PROCTOR ST,FLINT,48505
LG81109,10/10/2016,Lead,84,2630,PROCTOR ST,FLINT,48503
LG57982,7/7/2016,Lead,130,2630,PROCTOR ST,FLINT,48503
LG85698,11/7/2016,Lead,185,2630,PROCTOR ST,FLINT,48507
LG70034,8/29/2016,Lead,6,719,PROSPECT ST,FLINT,48503
LG88174,11/21/2016,Lead,,2505,PROSPECT ST,FLINT,48507
LG59583,7/14/2016,Lead,0,2701,PROSPECT ST,FLINT,48505
LG70080,8/29/2016,Lead,0,2701,PROSPECT ST,FLINT,48507
LG74221,9/15/2016,Lead,0,2701,PROSPECT ST,FLINT,48507
LG83431,10/24/2016,Lead,10,2701,PROSPECT ST,FLINT,48503
LG71323,9/6/2016,Lead,18,2701,PROSPECT ST,FLINT,48503
LG58832,7/12/2016,Lead,0,3536,PROVIDENCE ST,FLINT,48503
LG83057,10/20/2016,Lead,0,3536,PROVIDENCE ST,FLINT,48507
LG69498,8/25/2016,Lead,1,4005,RACE ST,FLINT,48503
LG69503,8/25/2016,Lead,1,4005,RACE ST,FLINT,48506
LG76874,9/26/2016,Lead,1,3702,RALPH ST,FLINT,48503
LG65000,8/8/2016,Lead,0,3115,RASKOB ST,FLINT,48503
LG58026,7/7/2016,Lead,6,3115,RASKOB ST,FLINT,48507
LG88686,11/28/2016,Lead,,3115,RASKOB ST,FLINT,48504
LG57968,7/7/2016,Lead,0,3119,RASKOB ST,FLINT,48504
LG65001,8/8/2016,Lead,0,3119,RASKOB ST,FLINT,48507
LG88692,11/28/2016,Lead,,3119,RASKOB ST,FLINT,48506
LG84163,10/27/2016,Lead,1,3132,RASKOB ST,FLINT,48507
LG60228,7/18/2016,Lead,0,1502,RASPBERRY LN,FLINT,48504
LG60210,7/18/2016,Lead,1,1502,RASPBERRY LN,FLINT,48505
LG60231,7/18/2016,Lead,1,1502,RASPBERRY LN,FLINT,48503
LG60223,7/18/2016,Lead,181,1502,RASPBERRY LN,FLINT,48503
LG71377,9/6/2016,Lead,0,1514,RASPBERRY LN,FLINT,48503
LG61520,7/21/2016,Lead,0,3030,RAYWOOD ST,FLINT,48532
LG68006,8/18/2016,Lead,0,4226,RED ARROW RD,FLINT,48504
LG80764,10/6/2016,Lead,0,4329,RED ARROW RD,FLINT,48507
LG74852,9/19/2016,Lead,18,4418,RED ARROW RD,FLINT,48505
LG63028,7/28/2016,Lead,0,4430,RED ARROW RD,FLINT,48507
LG87615,11/17/2016,Lead,,,REID (GOODRICH),FLINT,48506
LG84158,10/27/2016,Lead,0,930,REMINGTON AVE,FLINT,48507
LG72805,9/12/2016,Lead,0,1015,REMINGTON AVE,FLINT,48505
LG64994,8/8/2016,Lead,0,1191,REX AVE,FLINT,48503
LG92352,12/19/2016,Lead,,1191,REX AVE,FLINT,48505
LG88551,11/23/2016,Lead,,3922,REYNOLDS ST,FLINT,48507
LG61549,7/21/2016,Lead,2,4025,REYNOLDS ST,FLINT,48503
LG87624,11/17/2016,Lead,,,RICHFIELD PRESCHOOL PRE-K,FLINT,48507
LG92056,12/15/2016,Lead,0,2808,RICHFIELD RD,FLINT,48504
LG92055,12/15/2016,Lead,0,3002,RICHFIELD RD,FLINT,48503
LG92058,12/15/2016,Lead,0,3538,RICHFIELD RD,FLINT,48507
LG88658,11/28/2016,Lead,0,1513,RIDGELAWN,FLINT,48507
LG89872,12/5/2016,Lead,,3714,RISEDORPH,FLINT,48503
LG59595,7/14/2016,Lead,0,3709,RISEDORPH AVE,FLINT,48505
LG63038,7/28/2016,Lead,0,3729,RISEDORPH AVE,FLINT,48503
LG62999,7/28/2016,Lead,2,3729,RISEDORPH AVE,FLINT,48503
LG61535,7/21/2016,Lead,0,4171,RISEDORPH ST,FLINT,48505
LG83043,10/20/2016,Lead,0,1,RIVERFRONT PLZ,FLINT,48506
LG83049,10/20/2016,Lead,0,1,RIVERFRONT PLZ,FLINT,48503
LG63001,7/28/2016,Lead,1,311,ROBBIE LN,FLINT,48507
LG89406,12/1/2016,Lead,0,1174,ROBERT T LONGWAY BLVD,FLINT,48503
LG71340,9/6/2016,Lead,0,3605,ROBIN ST,FLINT,48505
LG61939,7/25/2016,Lead,0,1813,ROCKCREEK LN,FLINT,48503
LG85355,11/3/2016,Lead,0,1813,ROCKCREEK LN,FLINT,48504
LG85357,11/3/2016,Lead,0,1813,ROCKCREEK LN,FLINT,48507
LG85362,11/3/2016,Lead,2,1813,ROCKCREEK LN,FLINT,48504
LG61938,7/25/2016,Lead,30,1813,ROCKCREEK LN,FLINT,48502
LG71314,9/6/2016,Lead,0,1818,ROCKCREEK LN,FLINT,48504
LG58830,7/12/2016,Lead,2,1818,ROCKCREEK LN,FLINT,48506
LG67966,8/18/2016,Lead,0,621,ROOME CT,FLINT,48502
LG74232,9/15/2016,Lead,13,3136,ROSEDORPH AVE,FLINT,48503
LG89865,12/5/2016,Lead,,1821,ROSELAWN DR,FLINT,48506
LG90791,12/8/2016,Lead,0,401,S BALLENGER,FLINT,48503
LG90789,12/8/2016,Lead,0,402,S BALLENGER,FLINT,48507
LG58074,7/7/2016,Lead,3,1602,S BALLENGER HWY,FLINT,48503
LG59578,7/14/2016,Lead,0,2211,S DORT HWY,FLINT,48503
LG60218,7/18/2016,Lead,0,2330,S DORT HWY,FLINT,48503
LG60227,7/18/2016,Lead,2,2330,S DORT HWY,FLINT,48504
LG60226,7/18/2016,Lead,3,2330,S DORT HWY,FLINT,48503
LG60229,7/18/2016,Lead,3,2330,S DORT HWY,FLINT,48507
LG92041,12/15/2016,Lead,0,2401,S DORT HWY,FLINT,48503
LG85703,11/7/2016,Lead,9,2402,S DORT HWY,FLINT,48503
LG70047,8/29/2016,Lead,0,307,S FRANKLIN AVE,FLINT,48502
LG89874,12/5/2016,Lead,,311,S FRANKLIN AVE,FLINT,48503
LG61613,7/21/2016,Lead,0,426,S FRANKLIN AVE,FLINT,48506
LG68215,8/19/2016,Lead,0,426,S FRANKLIN AVE,FLINT,48507
LG76084,9/22/2016,Lead,2,426,S FRANKLIN AVE,FLINT,48504
LG78671,9/29/2016,Lead,0,502,S FRANKLIN AVE,FLINT,48503
LG76234,9/22/2016,Lead,4,526,S FRANKLIN AVE,FLINT,48503
LG71313,9/6/2016,Lead,3,901,S FRANKLIN AVE,FLINT,48505
LG58031,7/7/2016,Lead,0,928,S FRANKLIN AVE,FLINT,48503
LG58007,7/7/2016,Lead,4,928,S FRANKLIN AVE,FLINT,48503
LG79612,10/3/2016,Lead,1,1001,S FRANKLIN AVE,FLINT,48503
LG79610,10/3/2016,Lead,2,1021,S FRANKLIN AVE,FLINT,48503
LG91174,12/12/2016,Lead,,1021,S FRANKLIN AVE,FLINT,48503
LG71318,9/6/2016,Lead,4,1134,S FRANKLIN AVE,FLINT,48505
LG71322,9/6/2016,Lead,12,1134,S FRANKLIN AVE,FLINT,48532
LG87375,11/17/2016,Lead,0,426,S FRANKLKIN AVE,FLINT,48506
LG85368,11/3/2016,Lead,0,512,S GRAND TRAVERSE,FLINT,48502
LG88678,11/28/2016,Lead,,2540,S GRAND TRAVERSE,FLINT,48506
LG58858,7/12/2016,Lead,0,512,S GRAND TRAVERSE ST,FLINT,48503
LG61538,7/21/2016,Lead,0,512,S GRAND TRAVERSE ST,FLINT,48507
LG61951,7/25/2016,Lead,0,512,S GRAND TRAVERSE ST,FLINT,48507
LG64525,8/4/2016,Lead,0,512,S GRAND TRAVERSE ST,FLINT,48507
LG66325,8/11/2016,Lead,0,512,S GRAND TRAVERSE ST,FLINT,48502
LG69501,8/25/2016,Lead,0,512,S GRAND TRAVERSE ST,FLINT,48506
LG71353,9/6/2016,Lead,0,512,S GRAND TRAVERSE ST,FLINT,48504
LG72839,9/12/2016,Lead,1,512,S GRAND TRAVERSE ST,FLINT,48506
LG67978,8/18/2016,Lead,2,512,S GRAND TRAVERSE ST,FLINT,48505
LG74837,9/19/2016,Lead,2,512,S GRAND TRAVERSE ST,FLINT,48506
LG79596,10/3/2016,Lead,2,512,S GRAND TRAVERSE ST,FLINT,48507
LG71006,9/1/2016,Lead,10,2540,S GRAND TRAVERSE ST,FLINT,48503
LG89407,12/1/2016,Lead,15,2540,S GRAND TRAVERSE ST,FLINT,48507
LG71003,9/1/2016,Lead,7,2906,S GRAND TRAVERSE ST,FLINT,48506
LG71316,9/6/2016,Lead,0,4012,S GRAND TRAVERSE ST,FLINT,48506
LG58879,7/12/2016,Lead,2,4012,S GRAND TRAVERSE ST,FLINT,48507
LG89877,12/5/2016,Lead,,520,S LYNCH,FLINT,48505
